condition,cell_id,mitochondria_id,image_category_type,file_name,file_path
shOPA1,1,63,mitochondria_mask,images_shOPA1_cell_001_0063_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0063_mito_imgs.tiff
shOPA1,1,92,tubular_cristae_mask,images_shOPA1_cell_001_0092_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0092_tubular_cristae_imgs.tiff
shOPA1,5,24,mitochondria_mask,images_shOPA1_cell_005_0024_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0024_mito_imgs.tiff
shOPA1,1,51,mitochondria_mask,images_shOPA1_cell_001_0051_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0051_mito_imgs.tiff
shOPA1,5,33,mitochondria_mask,images_shOPA1_cell_005_0033_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0033_mito_imgs.tiff
shOPA1,5,31,mitochondria_mask,images_shOPA1_cell_005_0031_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0031_mito_imgs.tiff
shOPA1,1,44,lamellar_cristae_mask,images_shOPA1_cell_001_0044_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0044_lamellar_cristae_imgs.tiff
shCtrl,4,30,lamellar_cristae_mask,images_shCtrl_cell_004_0030_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0030_lamellar_cristae_imgs.tiff
shOPA1,1,18,lamellar_cristae_mask,images_shOPA1_cell_001_0018_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0018_lamellar_cristae_imgs.tiff
shOPA1,1,22,mitochondria_mask,images_shOPA1_cell_001_0022_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0022_mito_imgs.tiff
shOPA1,5,12,lamellar_cristae_mask,images_shOPA1_cell_005_0012_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0012_lamellar_cristae_imgs.tiff
shCtrl,3,17,lamellar_cristae_mask,images_shCtrl_cell_003_0017_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_003_0017_lamellar_cristae_imgs.tiff
shOPA1,1,135,lamellar_cristae_mask,images_shOPA1_cell_001_0135_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0135_lamellar_cristae_imgs.tiff
shCtrl,4,51,tubular_cristae_mask,images_shCtrl_cell_004_0051_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0051_tubular_cristae_imgs.tiff
shCtrl,2,11,mitochondria_mask,images_shCtrl_cell_002_0011_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_002_0011_mito_imgs.tiff
shOPA1,2,24,lamellar_cristae_mask,images_shOPA1_cell_002_0024_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0024_lamellar_cristae_imgs.tiff
shCtrl,4,28,tubular_cristae_mask,images_shCtrl_cell_004_0028_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0028_tubular_cristae_imgs.tiff
shCtrl,4,5,original_EM_image,images_shCtrl_cell_004_0005_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0005_ori_imgs.tiff
shOPA1,1,113,lamellar_cristae_mask,images_shOPA1_cell_001_0113_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0113_lamellar_cristae_imgs.tiff
shCtrl,3,12,mitochondria_mask,images_shCtrl_cell_003_0012_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_003_0012_mito_imgs.tiff
shOPA1,1,98,original_EM_image,images_shOPA1_cell_001_0098_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0098_ori_imgs.tiff
shCtrl,1,23,lamellar_cristae_mask,images_shCtrl_cell_001_0023_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_001_0023_lamellar_cristae_imgs.tiff
shCtrl,5,3,lamellar_cristae_mask,images_shCtrl_cell_005_0003_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_005_0003_lamellar_cristae_imgs.tiff
shOPA1,4,9,mitochondria_mask,images_shOPA1_cell_004_0009_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_004_0009_mito_imgs.tiff
shOPA1,2,66,mitochondria_mask,images_shOPA1_cell_002_0066_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0066_mito_imgs.tiff
shOPA1,1,100,original_EM_image,images_shOPA1_cell_001_0100_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0100_ori_imgs.tiff
shOPA1,2,102,tubular_cristae_mask,images_shOPA1_cell_002_0102_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0102_tubular_cristae_imgs.tiff
shOPA1,5,30,original_EM_image,images_shOPA1_cell_005_0030_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0030_ori_imgs.tiff
shOPA1,2,34,tubular_cristae_mask,images_shOPA1_cell_002_0034_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0034_tubular_cristae_imgs.tiff
shOPA1,1,9,tubular_cristae_mask,images_shOPA1_cell_001_0009_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0009_tubular_cristae_imgs.tiff
shOPA1,1,35,mitochondria_mask,images_shOPA1_cell_001_0035_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0035_mito_imgs.tiff
shOPA1,5,22,lamellar_cristae_mask,images_shOPA1_cell_005_0022_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0022_lamellar_cristae_imgs.tiff
shOPA1,1,76,original_EM_image,images_shOPA1_cell_001_0076_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0076_ori_imgs.tiff
shCtrl,1,21,lamellar_cristae_mask,images_shCtrl_cell_001_0021_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_001_0021_lamellar_cristae_imgs.tiff
shOPA1,1,7,lamellar_cristae_mask,images_shOPA1_cell_001_0007_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0007_lamellar_cristae_imgs.tiff
shOPA1,5,40,lamellar_cristae_mask,images_shOPA1_cell_005_0040_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0040_lamellar_cristae_imgs.tiff
shOPA1,1,6,original_EM_image,images_shOPA1_cell_001_0006_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0006_ori_imgs.tiff
shOPA1,2,54,mitochondria_mask,images_shOPA1_cell_002_0054_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0054_mito_imgs.tiff
shCtrl,4,7,original_EM_image,images_shCtrl_cell_004_0007_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0007_ori_imgs.tiff
shCtrl,5,15,tubular_cristae_mask,images_shCtrl_cell_005_0015_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_005_0015_tubular_cristae_imgs.tiff
shOPA1,2,81,original_EM_image,images_shOPA1_cell_002_0081_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0081_ori_imgs.tiff
shOPA1,2,4,tubular_cristae_mask,images_shOPA1_cell_002_0004_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0004_tubular_cristae_imgs.tiff
shOPA1,2,97,original_EM_image,images_shOPA1_cell_002_0097_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0097_ori_imgs.tiff
shOPA1,5,13,original_EM_image,images_shOPA1_cell_005_0013_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0013_ori_imgs.tiff
shOPA1,1,79,lamellar_cristae_mask,images_shOPA1_cell_001_0079_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0079_lamellar_cristae_imgs.tiff
shCtrl,4,60,mitochondria_mask,images_shCtrl_cell_004_0060_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0060_mito_imgs.tiff
shCtrl,4,3,tubular_cristae_mask,images_shCtrl_cell_004_0003_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0003_tubular_cristae_imgs.tiff
shOPA1,3,13,lamellar_cristae_mask,images_shOPA1_cell_003_0013_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_003_0013_lamellar_cristae_imgs.tiff
shOPA1,1,20,original_EM_image,images_shOPA1_cell_001_0020_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0020_ori_imgs.tiff
shOPA1,5,14,tubular_cristae_mask,images_shOPA1_cell_005_0014_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0014_tubular_cristae_imgs.tiff
shCtrl,1,21,tubular_cristae_mask,images_shCtrl_cell_001_0021_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_001_0021_tubular_cristae_imgs.tiff
shCtrl,5,9,mitochondria_mask,images_shCtrl_cell_005_0009_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_005_0009_mito_imgs.tiff
shOPA1,2,90,original_EM_image,images_shOPA1_cell_002_0090_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0090_ori_imgs.tiff
shOPA1,2,74,original_EM_image,images_shOPA1_cell_002_0074_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0074_ori_imgs.tiff
shCtrl,4,5,lamellar_cristae_mask,images_shCtrl_cell_004_0005_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0005_lamellar_cristae_imgs.tiff
shOPA1,2,78,original_EM_image,images_shOPA1_cell_002_0078_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0078_ori_imgs.tiff
shOPA1,2,60,mitochondria_mask,images_shOPA1_cell_002_0060_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0060_mito_imgs.tiff
shCtrl,4,42,tubular_cristae_mask,images_shCtrl_cell_004_0042_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0042_tubular_cristae_imgs.tiff
shCtrl,3,7,lamellar_cristae_mask,images_shCtrl_cell_003_0007_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_003_0007_lamellar_cristae_imgs.tiff
shOPA1,1,21,mitochondria_mask,images_shOPA1_cell_001_0021_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0021_mito_imgs.tiff
shOPA1,1,66,tubular_cristae_mask,images_shOPA1_cell_001_0066_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0066_tubular_cristae_imgs.tiff
shOPA1,5,15,lamellar_cristae_mask,images_shOPA1_cell_005_0015_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0015_lamellar_cristae_imgs.tiff
shOPA1,5,35,tubular_cristae_mask,images_shOPA1_cell_005_0035_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0035_tubular_cristae_imgs.tiff
shCtrl,2,2,tubular_cristae_mask,images_shCtrl_cell_002_0002_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_002_0002_tubular_cristae_imgs.tiff
shOPA1,3,16,original_EM_image,images_shOPA1_cell_003_0016_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_003_0016_ori_imgs.tiff
shOPA1,1,128,mitochondria_mask,images_shOPA1_cell_001_0128_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0128_mito_imgs.tiff
shOPA1,5,43,mitochondria_mask,images_shOPA1_cell_005_0043_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0043_mito_imgs.tiff
shOPA1,4,12,tubular_cristae_mask,images_shOPA1_cell_004_0012_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_004_0012_tubular_cristae_imgs.tiff
shCtrl,4,49,tubular_cristae_mask,images_shCtrl_cell_004_0049_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0049_tubular_cristae_imgs.tiff
shOPA1,2,38,tubular_cristae_mask,images_shOPA1_cell_002_0038_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0038_tubular_cristae_imgs.tiff
shOPA1,1,141,original_EM_image,images_shOPA1_cell_001_0141_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0141_ori_imgs.tiff
shOPA1,2,77,original_EM_image,images_shOPA1_cell_002_0077_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0077_ori_imgs.tiff
shOPA1,1,109,lamellar_cristae_mask,images_shOPA1_cell_001_0109_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0109_lamellar_cristae_imgs.tiff
shCtrl,4,8,tubular_cristae_mask,images_shCtrl_cell_004_0008_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0008_tubular_cristae_imgs.tiff
shCtrl,3,1,tubular_cristae_mask,images_shCtrl_cell_003_0001_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_003_0001_tubular_cristae_imgs.tiff
shCtrl,4,29,mitochondria_mask,images_shCtrl_cell_004_0029_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0029_mito_imgs.tiff
shOPA1,3,7,tubular_cristae_mask,images_shOPA1_cell_003_0007_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_003_0007_tubular_cristae_imgs.tiff
shOPA1,1,56,lamellar_cristae_mask,images_shOPA1_cell_001_0056_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0056_lamellar_cristae_imgs.tiff
shOPA1,2,78,mitochondria_mask,images_shOPA1_cell_002_0078_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0078_mito_imgs.tiff
shOPA1,2,49,tubular_cristae_mask,images_shOPA1_cell_002_0049_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0049_tubular_cristae_imgs.tiff
shOPA1,1,95,mitochondria_mask,images_shOPA1_cell_001_0095_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0095_mito_imgs.tiff
shOPA1,5,9,tubular_cristae_mask,images_shOPA1_cell_005_0009_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0009_tubular_cristae_imgs.tiff
shOPA1,1,123,tubular_cristae_mask,images_shOPA1_cell_001_0123_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0123_tubular_cristae_imgs.tiff
shOPA1,1,114,mitochondria_mask,images_shOPA1_cell_001_0114_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0114_mito_imgs.tiff
shOPA1,1,122,mitochondria_mask,images_shOPA1_cell_001_0122_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0122_mito_imgs.tiff
shOPA1,1,39,original_EM_image,images_shOPA1_cell_001_0039_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0039_ori_imgs.tiff
shOPA1,5,22,tubular_cristae_mask,images_shOPA1_cell_005_0022_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0022_tubular_cristae_imgs.tiff
shOPA1,1,104,mitochondria_mask,images_shOPA1_cell_001_0104_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0104_mito_imgs.tiff
shCtrl,4,48,lamellar_cristae_mask,images_shCtrl_cell_004_0048_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0048_lamellar_cristae_imgs.tiff
shOPA1,2,8,mitochondria_mask,images_shOPA1_cell_002_0008_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0008_mito_imgs.tiff
shOPA1,1,129,lamellar_cristae_mask,images_shOPA1_cell_001_0129_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0129_lamellar_cristae_imgs.tiff
shCtrl,2,10,mitochondria_mask,images_shCtrl_cell_002_0010_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_002_0010_mito_imgs.tiff
shOPA1,1,89,mitochondria_mask,images_shOPA1_cell_001_0089_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0089_mito_imgs.tiff
shCtrl,4,22,original_EM_image,images_shCtrl_cell_004_0022_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0022_ori_imgs.tiff
shOPA1,4,5,tubular_cristae_mask,images_shOPA1_cell_004_0005_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_004_0005_tubular_cristae_imgs.tiff
shOPA1,1,38,original_EM_image,images_shOPA1_cell_001_0038_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0038_ori_imgs.tiff
shOPA1,1,2,tubular_cristae_mask,images_shOPA1_cell_001_0002_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0002_tubular_cristae_imgs.tiff
shCtrl,1,18,mitochondria_mask,images_shCtrl_cell_001_0018_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_001_0018_mito_imgs.tiff
shOPA1,2,83,tubular_cristae_mask,images_shOPA1_cell_002_0083_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0083_tubular_cristae_imgs.tiff
shOPA1,1,3,original_EM_image,images_shOPA1_cell_001_0003_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0003_ori_imgs.tiff
shCtrl,4,60,tubular_cristae_mask,images_shCtrl_cell_004_0060_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0060_tubular_cristae_imgs.tiff
shOPA1,5,7,lamellar_cristae_mask,images_shOPA1_cell_005_0007_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0007_lamellar_cristae_imgs.tiff
shOPA1,2,45,mitochondria_mask,images_shOPA1_cell_002_0045_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0045_mito_imgs.tiff
shOPA1,2,3,original_EM_image,images_shOPA1_cell_002_0003_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0003_ori_imgs.tiff
shCtrl,4,32,mitochondria_mask,images_shCtrl_cell_004_0032_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0032_mito_imgs.tiff
shOPA1,3,8,original_EM_image,images_shOPA1_cell_003_0008_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_003_0008_ori_imgs.tiff
shOPA1,1,88,mitochondria_mask,images_shOPA1_cell_001_0088_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0088_mito_imgs.tiff
shOPA1,1,12,tubular_cristae_mask,images_shOPA1_cell_001_0012_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0012_tubular_cristae_imgs.tiff
shCtrl,1,10,tubular_cristae_mask,images_shCtrl_cell_001_0010_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_001_0010_tubular_cristae_imgs.tiff
shOPA1,1,27,mitochondria_mask,images_shOPA1_cell_001_0027_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0027_mito_imgs.tiff
shOPA1,1,140,tubular_cristae_mask,images_shOPA1_cell_001_0140_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0140_tubular_cristae_imgs.tiff
shCtrl,4,4,original_EM_image,images_shCtrl_cell_004_0004_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0004_ori_imgs.tiff
shOPA1,2,87,tubular_cristae_mask,images_shOPA1_cell_002_0087_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0087_tubular_cristae_imgs.tiff
shOPA1,1,52,lamellar_cristae_mask,images_shOPA1_cell_001_0052_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0052_lamellar_cristae_imgs.tiff
