condition,cell_id,mitochondria_id,image_category_type,file_name,file_path
shOPA1,1,111,mitochondria_mask,images_shOPA1_cell_001_0111_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0111_mito_imgs.tiff
shCtrl,1,25,mitochondria_mask,images_shCtrl_cell_001_0025_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_001_0025_mito_imgs.tiff
shOPA1,2,26,tubular_cristae_mask,images_shOPA1_cell_002_0026_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0026_tubular_cristae_imgs.tiff
shCtrl,3,4,tubular_cristae_mask,images_shCtrl_cell_003_0004_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_003_0004_tubular_cristae_imgs.tiff
shOPA1,4,9,lamellar_cristae_mask,images_shOPA1_cell_004_0009_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_004_0009_lamellar_cristae_imgs.tiff
shOPA1,2,1,lamellar_cristae_mask,images_shOPA1_cell_002_0001_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0001_lamellar_cristae_imgs.tiff
shOPA1,1,55,lamellar_cristae_mask,images_shOPA1_cell_001_0055_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0055_lamellar_cristae_imgs.tiff
shOPA1,1,66,lamellar_cristae_mask,images_shOPA1_cell_001_0066_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0066_lamellar_cristae_imgs.tiff
shOPA1,5,24,original_EM_image,images_shOPA1_cell_005_0024_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0024_ori_imgs.tiff
shOPA1,3,7,original_EM_image,images_shOPA1_cell_003_0007_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_003_0007_ori_imgs.tiff
shOPA1,1,14,original_EM_image,images_shOPA1_cell_001_0014_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0014_ori_imgs.tiff
shOPA1,1,117,mitochondria_mask,images_shOPA1_cell_001_0117_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0117_mito_imgs.tiff
shOPA1,2,25,lamellar_cristae_mask,images_shOPA1_cell_002_0025_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0025_lamellar_cristae_imgs.tiff
shOPA1,5,42,mitochondria_mask,images_shOPA1_cell_005_0042_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0042_mito_imgs.tiff
shOPA1,1,51,lamellar_cristae_mask,images_shOPA1_cell_001_0051_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0051_lamellar_cristae_imgs.tiff
shCtrl,4,12,original_EM_image,images_shCtrl_cell_004_0012_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0012_ori_imgs.tiff
shOPA1,3,5,original_EM_image,images_shOPA1_cell_003_0005_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_003_0005_ori_imgs.tiff
shCtrl,4,13,mitochondria_mask,images_shCtrl_cell_004_0013_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0013_mito_imgs.tiff
shOPA1,1,15,tubular_cristae_mask,images_shOPA1_cell_001_0015_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0015_tubular_cristae_imgs.tiff
shOPA1,3,10,mitochondria_mask,images_shOPA1_cell_003_0010_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_003_0010_mito_imgs.tiff
shOPA1,1,26,lamellar_cristae_mask,images_shOPA1_cell_001_0026_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0026_lamellar_cristae_imgs.tiff
shOPA1,1,59,tubular_cristae_mask,images_shOPA1_cell_001_0059_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0059_tubular_cristae_imgs.tiff
shCtrl,4,47,mitochondria_mask,images_shCtrl_cell_004_0047_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0047_mito_imgs.tiff
shOPA1,2,70,original_EM_image,images_shOPA1_cell_002_0070_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0070_ori_imgs.tiff
shOPA1,1,17,original_EM_image,images_shOPA1_cell_001_0017_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0017_ori_imgs.tiff
shCtrl,4,50,original_EM_image,images_shCtrl_cell_004_0050_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0050_ori_imgs.tiff
shCtrl,4,39,original_EM_image,images_shCtrl_cell_004_0039_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0039_ori_imgs.tiff
shCtrl,3,19,original_EM_image,images_shCtrl_cell_003_0019_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_003_0019_ori_imgs.tiff
shOPA1,1,92,lamellar_cristae_mask,images_shOPA1_cell_001_0092_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0092_lamellar_cristae_imgs.tiff
shOPA1,2,22,lamellar_cristae_mask,images_shOPA1_cell_002_0022_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0022_lamellar_cristae_imgs.tiff
shOPA1,1,85,original_EM_image,images_shOPA1_cell_001_0085_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0085_ori_imgs.tiff
shCtrl,4,26,lamellar_cristae_mask,images_shCtrl_cell_004_0026_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0026_lamellar_cristae_imgs.tiff
shOPA1,5,1,mitochondria_mask,images_shOPA1_cell_005_0001_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0001_mito_imgs.tiff
shOPA1,3,13,mitochondria_mask,images_shOPA1_cell_003_0013_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_003_0013_mito_imgs.tiff
shOPA1,2,23,mitochondria_mask,images_shOPA1_cell_002_0023_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0023_mito_imgs.tiff
shOPA1,1,1,mitochondria_mask,images_shOPA1_cell_001_0001_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0001_mito_imgs.tiff
shOPA1,1,45,original_EM_image,images_shOPA1_cell_001_0045_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0045_ori_imgs.tiff
shOPA1,2,47,mitochondria_mask,images_shOPA1_cell_002_0047_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0047_mito_imgs.tiff
shOPA1,2,22,tubular_cristae_mask,images_shOPA1_cell_002_0022_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0022_tubular_cristae_imgs.tiff
shOPA1,1,93,mitochondria_mask,images_shOPA1_cell_001_0093_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0093_mito_imgs.tiff
shOPA1,5,45,lamellar_cristae_mask,images_shOPA1_cell_005_0045_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0045_lamellar_cristae_imgs.tiff
shOPA1,1,108,mitochondria_mask,images_shOPA1_cell_001_0108_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0108_mito_imgs.tiff
shCtrl,5,8,lamellar_cristae_mask,images_shCtrl_cell_005_0008_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_005_0008_lamellar_cristae_imgs.tiff
shOPA1,2,64,tubular_cristae_mask,images_shOPA1_cell_002_0064_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0064_tubular_cristae_imgs.tiff
shOPA1,1,122,lamellar_cristae_mask,images_shOPA1_cell_001_0122_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0122_lamellar_cristae_imgs.tiff
shOPA1,1,73,lamellar_cristae_mask,images_shOPA1_cell_001_0073_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0073_lamellar_cristae_imgs.tiff
shOPA1,5,46,lamellar_cristae_mask,images_shOPA1_cell_005_0046_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0046_lamellar_cristae_imgs.tiff
shCtrl,1,3,mitochondria_mask,images_shCtrl_cell_001_0003_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_001_0003_mito_imgs.tiff
shOPA1,1,31,tubular_cristae_mask,images_shOPA1_cell_001_0031_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0031_tubular_cristae_imgs.tiff
shOPA1,1,55,tubular_cristae_mask,images_shOPA1_cell_001_0055_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0055_tubular_cristae_imgs.tiff
shCtrl,4,30,mitochondria_mask,images_shCtrl_cell_004_0030_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0030_mito_imgs.tiff
shOPA1,5,45,original_EM_image,images_shOPA1_cell_005_0045_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0045_ori_imgs.tiff
shOPA1,2,7,original_EM_image,images_shOPA1_cell_002_0007_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0007_ori_imgs.tiff
shOPA1,1,22,lamellar_cristae_mask,images_shOPA1_cell_001_0022_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0022_lamellar_cristae_imgs.tiff
shOPA1,2,89,lamellar_cristae_mask,images_shOPA1_cell_002_0089_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0089_lamellar_cristae_imgs.tiff
shOPA1,2,2,mitochondria_mask,images_shOPA1_cell_002_0002_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0002_mito_imgs.tiff
shOPA1,1,25,mitochondria_mask,images_shOPA1_cell_001_0025_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0025_mito_imgs.tiff
shOPA1,2,27,tubular_cristae_mask,images_shOPA1_cell_002_0027_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0027_tubular_cristae_imgs.tiff
shCtrl,1,11,lamellar_cristae_mask,images_shCtrl_cell_001_0011_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_001_0011_lamellar_cristae_imgs.tiff
shCtrl,4,25,mitochondria_mask,images_shCtrl_cell_004_0025_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0025_mito_imgs.tiff
shOPA1,2,11,tubular_cristae_mask,images_shOPA1_cell_002_0011_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0011_tubular_cristae_imgs.tiff
shCtrl,2,2,original_EM_image,images_shCtrl_cell_002_0002_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_002_0002_ori_imgs.tiff
shOPA1,1,28,original_EM_image,images_shOPA1_cell_001_0028_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0028_ori_imgs.tiff
shOPA1,1,19,mitochondria_mask,images_shOPA1_cell_001_0019_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0019_mito_imgs.tiff
shCtrl,4,6,tubular_cristae_mask,images_shCtrl_cell_004_0006_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0006_tubular_cristae_imgs.tiff
shOPA1,2,48,lamellar_cristae_mask,images_shOPA1_cell_002_0048_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0048_lamellar_cristae_imgs.tiff
shOPA1,3,2,lamellar_cristae_mask,images_shOPA1_cell_003_0002_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_003_0002_lamellar_cristae_imgs.tiff
shOPA1,1,103,lamellar_cristae_mask,images_shOPA1_cell_001_0103_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0103_lamellar_cristae_imgs.tiff
shCtrl,5,8,tubular_cristae_mask,images_shCtrl_cell_005_0008_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_005_0008_tubular_cristae_imgs.tiff
shCtrl,1,8,original_EM_image,images_shCtrl_cell_001_0008_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_001_0008_ori_imgs.tiff
shOPA1,1,53,tubular_cristae_mask,images_shOPA1_cell_001_0053_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0053_tubular_cristae_imgs.tiff
shOPA1,1,39,lamellar_cristae_mask,images_shOPA1_cell_001_0039_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0039_lamellar_cristae_imgs.tiff
shOPA1,2,67,tubular_cristae_mask,images_shOPA1_cell_002_0067_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0067_tubular_cristae_imgs.tiff
shCtrl,5,10,tubular_cristae_mask,images_shCtrl_cell_005_0010_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_005_0010_tubular_cristae_imgs.tiff
shOPA1,1,127,mitochondria_mask,images_shOPA1_cell_001_0127_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0127_mito_imgs.tiff
shCtrl,3,6,original_EM_image,images_shCtrl_cell_003_0006_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_003_0006_ori_imgs.tiff
shOPA1,5,48,mitochondria_mask,images_shOPA1_cell_005_0048_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0048_mito_imgs.tiff
shOPA1,2,43,original_EM_image,images_shOPA1_cell_002_0043_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0043_ori_imgs.tiff
shOPA1,5,30,mitochondria_mask,images_shOPA1_cell_005_0030_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0030_mito_imgs.tiff
shOPA1,5,21,lamellar_cristae_mask,images_shOPA1_cell_005_0021_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0021_lamellar_cristae_imgs.tiff
shOPA1,1,13,tubular_cristae_mask,images_shOPA1_cell_001_0013_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0013_tubular_cristae_imgs.tiff
shOPA1,2,6,mitochondria_mask,images_shOPA1_cell_002_0006_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0006_mito_imgs.tiff
shOPA1,1,122,tubular_cristae_mask,images_shOPA1_cell_001_0122_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0122_tubular_cristae_imgs.tiff
shOPA1,1,109,tubular_cristae_mask,images_shOPA1_cell_001_0109_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0109_tubular_cristae_imgs.tiff
shCtrl,4,40,mitochondria_mask,images_shCtrl_cell_004_0040_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0040_mito_imgs.tiff
shOPA1,2,44,tubular_cristae_mask,images_shOPA1_cell_002_0044_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0044_tubular_cristae_imgs.tiff
shOPA1,2,19,tubular_cristae_mask,images_shOPA1_cell_002_0019_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0019_tubular_cristae_imgs.tiff
shOPA1,5,18,original_EM_image,images_shOPA1_cell_005_0018_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0018_ori_imgs.tiff
shOPA1,2,27,original_EM_image,images_shOPA1_cell_002_0027_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0027_ori_imgs.tiff
shOPA1,2,36,mitochondria_mask,images_shOPA1_cell_002_0036_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0036_mito_imgs.tiff
shOPA1,1,34,tubular_cristae_mask,images_shOPA1_cell_001_0034_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0034_tubular_cristae_imgs.tiff
shOPA1,1,4,original_EM_image,images_shOPA1_cell_001_0004_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0004_ori_imgs.tiff
shCtrl,4,55,lamellar_cristae_mask,images_shCtrl_cell_004_0055_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0055_lamellar_cristae_imgs.tiff
shCtrl,5,14,lamellar_cristae_mask,images_shCtrl_cell_005_0014_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_005_0014_lamellar_cristae_imgs.tiff
shCtrl,3,18,mitochondria_mask,images_shCtrl_cell_003_0018_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_003_0018_mito_imgs.tiff
shOPA1,1,54,original_EM_image,images_shOPA1_cell_001_0054_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0054_ori_imgs.tiff
shOPA1,5,7,original_EM_image,images_shOPA1_cell_005_0007_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0007_ori_imgs.tiff
shCtrl,4,26,tubular_cristae_mask,images_shCtrl_cell_004_0026_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0026_tubular_cristae_imgs.tiff
shOPA1,2,84,lamellar_cristae_mask,images_shOPA1_cell_002_0084_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0084_lamellar_cristae_imgs.tiff
shOPA1,2,5,original_EM_image,images_shOPA1_cell_002_0005_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0005_ori_imgs.tiff
shCtrl,1,25,original_EM_image,images_shCtrl_cell_001_0025_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_001_0025_ori_imgs.tiff
shOPA1,3,6,mitochondria_mask,images_shOPA1_cell_003_0006_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_003_0006_mito_imgs.tiff
shOPA1,2,11,original_EM_image,images_shOPA1_cell_002_0011_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0011_ori_imgs.tiff
shOPA1,1,55,original_EM_image,images_shOPA1_cell_001_0055_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0055_ori_imgs.tiff
shCtrl,4,9,mitochondria_mask,images_shCtrl_cell_004_0009_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_004_0009_mito_imgs.tiff
shCtrl,1,5,mitochondria_mask,images_shCtrl_cell_001_0005_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_001_0005_mito_imgs.tiff
shOPA1,1,62,mitochondria_mask,images_shOPA1_cell_001_0062_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0062_mito_imgs.tiff
shOPA1,2,2,lamellar_cristae_mask,images_shOPA1_cell_002_0002_lamellar_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0002_lamellar_cristae_imgs.tiff
shOPA1,1,77,tubular_cristae_mask,images_shOPA1_cell_001_0077_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0077_tubular_cristae_imgs.tiff
shOPA1,1,22,tubular_cristae_mask,images_shOPA1_cell_001_0022_tubular_cristae_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_001_0022_tubular_cristae_imgs.tiff
shCtrl,1,14,original_EM_image,images_shCtrl_cell_001_0014_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shCtrl_cell_001_0014_ori_imgs.tiff
shOPA1,3,15,original_EM_image,images_shOPA1_cell_003_0015_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_003_0015_ori_imgs.tiff
shOPA1,2,87,original_EM_image,images_shOPA1_cell_002_0087_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0087_ori_imgs.tiff
shOPA1,5,28,original_EM_image,images_shOPA1_cell_005_0028_ori_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_005_0028_ori_imgs.tiff
shOPA1,2,64,mitochondria_mask,images_shOPA1_cell_002_0064_mito_imgs,/home/lippincm/Documents/4TB/data/ultrastrucural_mitochonria_morphology_analysis/data/raw_images/images_shOPA1_cell_002_0064_mito_imgs.tiff
